"","id","mb06","mb01","au01","au01_desc","ta01","ta01_desc","rc01","rc01_desc","lma58_91","lma140_91","lma140_91_desc","geo_coding_quality","property_type","totalbeds","doublebeds","singlebeds","prop_cnstr_date","latest_prop_status","previous_prop_status","lastest_change_date","lastest_change_year","lastest_change_month","takeover_date","takeover_year","takeover_month","property_status","property_sold","property_current","property_destroyed","settled_date","settled_year","settled_month","sales_data_missing","sale_type","sale_price","auckland_takeover","community_sales","destroyed_date"
"54749",156641,NA,1872704,564232,"Levin South",42,"Horowhenua District",8,"Manawatu-Wanganui Region",38,86,"Levin","Provided by HNZC","Double Unit",2,2,0,1977,"","","",NA,NA,"20oct1977",1977,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"79568",169048,2959300,2959300,605800,"Green Island Central",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Provided by HNZC","Single Unit",2,2,0,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"52990",154328,1816900,1816900,562710,"Highbury",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Provided by HNZC","Single Unit",4,4,0,1972,"","","",NA,NA,"06mar1972",1972,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"42723",177830,1311000,1311000,542430,"Trident",25,"Whakatane District",4,"Bay of Plenty Region",23,50,"Whakatane","Provided by HNZC","Double Unit",2,2,0,2008,"","","",NA,NA,"26jun2008",2008,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"49252",133665,1575800,1575800,551700,"Westown",33,"New Plymouth District",7,"Taranaki Region",28,62,"New Plymouth","Provided by HNZC","Single Unit",3,3,0,1974,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"52622",150528,1806100,1806100,563000,"West End",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Provided by HNZC","Bedsitter",0,0,0,1961,"","","",NA,NA,"21feb1961",1961,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"63462",153356,2059700,2059700,571400,"Waitangirua",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,3,0,1967,"","","",NA,NA,"30oct1967",1967,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"65433",141143,2165700,2165700,576300,"Newtown West",47,"Wellington City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Multi Unit",2,1,1,1990,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"63592",153338,2060300,2060300,571400,"Waitangirua",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Single Unit",5,5,0,1968,"Deleted","Vac Homebuy","27may1998",1998,5,"19feb1968",1968,2,"Sold",1,0,0,"22may1998",1998,5,0,"Homebuy Sale",68000,0,0,""
"54022",143915,1842500,1842500,562500,"Roslyn",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1944,"Deleted","Vac Pend Set","09jun1999",1999,6,"07aug1944",1944,8,"Sold",1,0,0,"04jun1999",1999,6,0,"Vacant Sale",74000,0,0,""
"67537",175210,NA,2300500,581230,"Blenheim Central",53,"Marlborough District",18,"Marlborough Region",45,99,"Blenheim","Provided by HNZC","Single Unit",3,3,0,1996,"","","",NA,NA,"16feb1996",1996,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"53910",146352,1841700,1841700,562500,"Roslyn",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Provided by HNZC","Single Unit",3,2,1,1950,"","","",NA,NA,"01dec1950",1950,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"77496",168792,2844800,2844800,601020,"Orana Park",68,"Waitaki District",14,"Otago Region",52,120,"Oamaru","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1974,"Deleted","Let Sale Reg","30jun1995",1995,6,"01mar1986",1986,3,"Sold",1,0,0,"29jun1995",1995,6,0,"Homebuy Sale",73500,0,0,""
"1084",117161,87400,87400,502202,"Tikipunga East",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1975,"Deleted","Vac Pend Set","13jul1999",1999,7,"01mar1986",1986,3,"Sold",1,0,0,"09jul1999",1999,7,0,"Vacant Sale",118000,0,0,""
"5043",109707,265500,265500,511300,"New Lynn North",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",3,3,0,1951,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"58281",144223,1957500,1957500,568303,"Naenae South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Double Unit",2,2,0,1946,"","","",NA,NA,"08apr1946",1946,4,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"79977",169109,2991101,2991101,607400,"Balclutha",72,"Clutha District",14,"Otago Region",56,129,"Balclutha","Provided by HNZC","Single Unit",2,1,1,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"20194",130908,620000,620000,519400,"One Tree Hill East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Complex",3,3,0,1989,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"21311",112127,634500,634500,520500,"Mt Wellington South",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1958,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"20802",108036,631200,631200,520601,"Tamaki",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1949,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"54319",144401,1847300,1847300,562600,"Terrace End",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1945,"Deleted","Vac Und Sale","03sep1997",1997,9,"27feb1945",1945,2,"Sold",1,0,0,"01sep1997",1997,9,0,"Vacant Sale",88000,0,0,""
"36646",129685,NA,901300,528700,"Beerescourt",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Complex",2,2,0,1987,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"33636",183257,NA,799104,525610,"Papakura East",9,"Papakura District",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",4,4,0,2003,"","","",NA,NA,"03jun2005",2005,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"1545",100849,94300,94300,502400,"Otangarei",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1956,"Deleted","Vac Pend Set","19dec1998",1998,12,"01mar1986",1986,3,"Sold",1,0,0,"17dec1998",1998,12,0,"Vacant Sale",62000,0,0,""
"72937",163442,2575700,2575700,593100,"Aranui",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Multi Unit",1,1,0,1961,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"57681",148680,1952100,1952100,568502,"Epuni East",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1957,"Deleted","Vac Und Sale","05nov1996",1996,11,"16dec1957",1957,12,"Sold",1,0,0,"27sep1996",1996,9,0,"Vacant Sale",50000,0,0,""
"55604",150919,1931600,1931600,568102,"Holborn",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Double Unit",3,3,0,1962,"","","",NA,NA,"12feb1962",1962,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"80104",169167,3038303,3038303,608700,"Frankton",70,"Queenstown-Lakes District",14,"Otago Region",54,126,"Queenstown","Provided by HNZC","Single Unit",3,2,1,1987,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"56195",155342,1936300,1936300,568202,"Taita South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Single Unit",3,2,1,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"17808",109772,582400,582400,518803,"Akarana",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",3,2,1,1952,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"10160",181057,416300,416300,514000,"Freemans Bay",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Multi Storey",0,0,0,1968,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"21598",111512,640400,640400,520402,"Hamlin",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1957,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"62723",149985,2054900,2054900,570900,"Porirua East",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Multi Unit",3,2,1,1960,"","","",NA,NA,"18aug1960",1960,8,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"3462",184509,226902,226902,513620,"Birdwood",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",4,4,0,2006,"","","",NA,NA,"12apr2007",2007,4,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"57134",152392,1948000,1948000,568501,"Epuni West",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Double Unit",1,1,0,1965,"","","",NA,NA,"27may1965",1965,5,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"7245",180556,370800,370800,514700,"Blockhouse Bay",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Multi Unit",1,1,0,1977,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"63015",155137,2057602,2057602,571600,"Ascot Park",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,3,0,1976,"","","",NA,NA,"09jan1976",1976,1,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"48074",140932,1502700,1502700,548300,"Akina",30,"Hastings District",6,"Hawke's Bay Region",25,59,"Hastings","Provided by HNZC","Double Unit",1,1,0,1990,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"80922",171978,3151400,3151400,611800,"Kingswell-Clifton",75,"Invercargill City",15,"Southland Region",58,140,"Invercargill","Provided by HNZC","Single Unit",3,2,1,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"27959",185103,738500,738500,524122,"Viscount",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",5,5,0,2007,"","","",NA,NA,"10dec2007",2007,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"44936",174759,1389100,1389100,545500,"Wairoa",29,"Wairoa District",6,"Hawke's Bay Region",26,58,"Wairoa","Provided by HNZC","Single Unit",6,6,0,1980,"","","",NA,NA,"21mar2003",2003,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"18176",112175,589800,589800,519002,"Waikowhai East",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1958,"Deleted","Vac Pend Set","04jun1999",1999,6,"01mar1986",1986,3,"Sold",1,0,0,"24may1999",1999,5,0,"Homebuy Sale",193500,0,0,""
"73595",165011,2591601,2591601,594010,"Woolston West",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",3,3,0,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"5643",118055,278504,278504,512901,"Parrs Park",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1975,"Deleted","Vac Homebuy","23jul1998",1998,7,"01mar1986",1986,3,"Sold",1,0,0,"12jun1998",1998,6,0,"Homebuy Sale",156000,0,0,""
"69889",162053,2477200,2477200,587701,"Sockburn",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1953,"Deleted","Vac Pend Set","26nov1998",1998,11,"01mar1986",1986,3,"Sold",1,0,0,"02nov1998",1998,11,0,"Vacant Sale",107500,0,0,""
"26923",118173,NA,734002,524510,"Harania North",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",4,4,0,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"6530",119047,343400,343400,510010,"Beachhaven North",5,"North Shore City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Double Unit",2,2,0,1977,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"37859",176846,951907,951907,527007,"Horsham Downs",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,3,0,2002,"","","",NA,NA,"12may2003",2003,5,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12638",181723,477000,477000,517100,"Point England",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Multi Unit",0,0,0,1965,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"69635",160846,2471700,2471700,590700,"Riccarton West",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Double Unit",2,2,0,1949,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"27617",116770,737301,737301,524121,"Arahanga",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1972,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"27297",169953,736101,736101,524520,"Harania West",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Complex",2,2,0,1988,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"78355",166672,2885300,2885300,603910,"Wakari",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Provided by HNZC","Double Unit",2,1,1,1939,"","","",NA,NA,"01feb1939",1939,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"30495",170493,774402,774402,524820,"Clendon",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1981,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"66324",143008,2215300,2215300,577100,"Strathmore Park",47,"Wellington City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Multi Unit",3,2,1,1941,"","","",NA,NA,"01jun1986",1986,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"45981",104923,1443200,1443200,546500,"Onekawa South",31,"Napier City",6,"Hawke's Bay Region",26,60,"Napier","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1965,"Deleted","Vac Und Sale","27mar1998",1998,3,"01mar1986",1986,3,"Sold",1,0,0,"20mar1998",1998,3,0,"Vacant Sale",114000,0,0,""
"10936",113732,463901,463901,517200,"St Johns",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",1,1,0,1962,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"20382",102199,627207,627207,520300,"Mt Wellington North",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1990,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"11493",110925,470600,470600,517001,"Glen Innes West",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1955,"","","",NA,NA,"15jun2004",2004,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"33126",180111,789901,789901,521800,"Otahuhu East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,2002,"","","",NA,NA,"05mar2002",2002,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"46067",138211,1443800,1443800,546700,"Maraenui",31,"Napier City",6,"Hawke's Bay Region",26,60,"Napier","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1961,"Deleted","Vac Homebuy","28oct1995",1995,10,"01mar1986",1986,3,"Sold",1,0,0,"13oct1995",1995,10,0,"Homebuy Sale",68000,0,0,""
"45574",136405,1436200,1436200,546600,"Marewa",31,"Napier City",6,"Hawke's Bay Region",26,60,"Napier","Provided by HNZC","Double Unit",1,1,0,1938,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"50628",148956,1688800,1688800,557600,"Wembley Park",37,"Wanganui District",8,"Manawatu-Wanganui Region",33,76,"Wanganui","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1959,"Deleted","Vac Und Sale","27sep2002",2002,9,"25feb1959",1959,2,"Sold",1,0,0,"20sep2002",2002,9,0,"Vacant Sale",16250,0,0,""
"68970",157363,2404100,2404100,585110,"Cobden",56,"Grey District",12,"West Coast Region",47,103,"Grey","Provided by HNZC","Double Unit",1,1,0,1940,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"80930",140515,3151502,3151502,611800,"Kingswell-Clifton",75,"Invercargill City",15,"Southland Region",58,140,"Invercargill","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1990,"Deleted","Vac Und Sale","18feb2004",2004,2,"01mar1986",1986,3,"Sold",1,0,0,"12feb2004",2004,2,0,"Vacant Sale",35100,0,0,""
"26444",117452,731103,731103,524401,"Favona",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1974,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"40473",125064,1169900,1169900,538102,"Tauranga South",23,"Tauranga District",4,"Bay of Plenty Region",21,46,"Tauranga","Provided by HNZC","Double Unit",2,2,0,1946,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"50333",132594,1643400,1643400,554020,"Hawera South",35,"South Taranaki District",7,"Taranaki Region",30,68,"Hawera","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,2,0,1946,"Deleted","Vac Pend Set","01oct1996",1996,10,"01mar1986",1986,3,"Sold",1,0,0,"27sep1996",1996,9,0,"Vacant Sale",35000,0,0,""
"38840",129831,1031900,1031900,532901,"Tarrangower",36,"Ruapehu District",8,"Manawatu-Wanganui Region",31,73,"Taumarunui","Provided by HNZC","Single Unit",2,1,1,1987,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"35039",127820,866700,866700,530000,"Enderley",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",4,4,0,1966,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"21491",121771,636300,636300,520500,"Mt Wellington South",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1955,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"4178",179035,NA,236602,513220,"Sturges North",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Complex",2,0,2,1999,"","","",NA,NA,"09feb1999",1999,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"64007",153827,2062700,2062700,571300,"Cannons Creek East",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,3,0,1969,"","","",NA,NA,"13mar1969",1969,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"64126",152164,2063400,2063400,571300,"Cannons Creek East",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",2,2,0,1964,"Deleted","Vac Pend Set","17apr1999",1999,4,"12oct1964",1964,10,"Sold",1,0,0,"12apr1999",1999,4,0,"Vacant Sale",22000,0,0,""
"30693",183414,NA,774421,524820,"Clendon",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1997,"","","",NA,NA,"17aug2005",2005,8,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"32224",123796,781300,781300,524601,"Manukau Central",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1988,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"79899",169131,2966608,2966608,606100,"Mosgiel East",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Provided by HNZC","Single Unit",2,2,0,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"35326",128685,872201,872201,529503,"Fairview Downs",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,3,0,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"53248",150247,1817900,1817900,562710,"Highbury",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Reliably coded through CRS, or obtained via google API and verified","Double Unit",3,3,0,1961,"Deleted","Destroyd Unt","09sep2008",2008,9,"31jan1961",1961,1,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"09sep2008"
"79534",167264,2957300,2957300,605800,"Green Island Central",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1949,"Deleted","Vac Und Sale","19mar2008",2008,3,"01mar1986",1986,3,"Sold",1,0,0,"14mar2008",2008,3,0,"Vacant Sale",139000,0,0,""
"70228",160165,2492400,2492400,587500,"Hornby South",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Reliably coded through CRS, or obtained via google API and verified","Single Unit",4,3,1,1945,"Deleted","Vac Homebuy","18jan2000",2000,1,"01mar1986",1986,3,"Sold",1,0,0,"16dec1999",1999,12,0,"Homebuy Sale",114500,0,0,""
"67132",147708,2250500,2250500,579200,"Lansdowne",48,"Masterton District",9,"Wellington Region",41,90,"Masterton","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1955,"Deleted","Vacant","13mar1999",1999,3,"26oct1955",1955,10,"Sold",1,0,0,"01mar1999",1999,3,0,"Comm Partner",32827.36,0,1,""
