OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,CHASSIS7,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,HEIGHT,IMPORT_STATUS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,ROAD_TRANSPORT_CODE,SUBMODEL,TLA,TRANSMISSION_TYPE,VDAM_WEIGHT,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
1769,RED,SALOON,1591,,2012,3,1560,0,NEW,HYUNDAI,ACCENT,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,91,NONE,,1.6 4D A4,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1770,SILVER,DOMESTIC TRAILER,0,1155278,2011,10,1999,0,NEW,BRIFORD,10X5 TANDEM,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,NELSON CITY,,0,TRAILER/CARAVAN,OTHER GOODS,2011
1771,RED,HATCHBACK,1798,,2010,1,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,KAPITI COAST DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1772,BLACK,STATION WAGON,2360,,2007,12,0,0,NEW,MITSUBISHI,OUTLANDER,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,127,NONE,,2.4 XLS,MATAMATA-PIAKO DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
1773,WHITE,UTILITY,2999,,2011,9,2900,0,NEW,HOLDEN,COLORADO,DIESEL,2,2,IMPORTED BUILT-UP,THAILAND,120,NONE,,4X4 SPACE P/U LXMT,ROTORUA DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
1774,SILVER,SALOON,1490,NCP12-0,2009,4,1205,0,USED,TOYOTA,PLATZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
1775,BLUE,SALOON,1790,FD1-100,2010,11,1515,0,USED,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
1776,SILVER,HATCHBACK,1798,,2008,1,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,HAMILTON CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1777,RED,HATCHBACK,1298,,2010,3,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,T130 1.3P HATCH3 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1778,SILVER,SALOON,1998,CL7-300,2011,1,1665,0,USED,HONDA,ACCORD,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
1779,GREY,HATCHBACK,1968,,2010,1,1945,0,NEW,AUDI,A3,DIESEL,0,5,IMPORTED BUILT-UP,GERMANY,103,NONE,,2.0 TDI STRONIC,LOWER HUTT CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1780,SILVER,HATCHBACK,1298,,2010,7,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,T130 1.3P HATCH5 4A,TIMARU DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1781,SILVER,STATION WAGON,1998,,2011,12,1970,0,NEW,MITSUBISHI,ASX,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,112,NONE,,2WD 2.0P CVT SPORT,WHANGAREI DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1782,GREY,STATION WAGON,2967,,2010,1,3120,0,NEW,AUDI,Q7,DIESEL,0,7,IMPORTED BUILT-UP,GERMANY,176,NONE,,3.0TDI QUATTRO TIP,FAR NORTH DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1783,BLACK,HATCHBACK,2489,,2009,8,1932,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,SPORT LTD 2.5 5 AT,WHANGAREI DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1784,GREY,SALOON,3984,,2010,8,2210,0,NEW,FORD,FALCON,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,195,NONE,,FG XT SEDAN FA,WAITOMO DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1785,BLUE,DOMESTIC TRAILER,0,1054268,2010,11,1999,0,NEW,BRIFORD,8X4 TANDEM,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,TIMARU DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2010
1786,WHITE,HATCHBACK,1798,,2008,1,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1787,RED,SALOON,2489,,2010,3,1894,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,SEDAN LIMITED 2.5 AT,INVERCARGILL CITY,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1788,BLACK,HATCHBACK,1798,,2010,1,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,TAUPO DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1789,BLUE,HATCHBACK,1298,,2008,5,1455,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH5 5M,MANAWATU DISTRICT,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1790,RED,STATION WAGON,2477,,2010,1,2710,0,NEW,MITSUBISHI,CHALLENGER,DIESEL,0,5,IMPORTED BUILT-UP,THAILAND,133,NONE,,GLS 4WD 2.5TD AUTO,HOROWHENUA DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1791,WHITE,STATION WAGON,1998,ST215-3,2008,4,1635,0,USED,TOYOTA,CALDINA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,PORIRUA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
1792,SILVER,HATCHBACK,1490,NCP13-0,2011,1,1225,0,USED,TOYOTA,VITZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
1793,RED,STATION WAGON,1998,,2011,10,1970,0,NEW,MITSUBISHI,ASX,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,112,NONE,,2WD 2.0P CVT SPORT,NAPIER CITY,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
1794,GREY,HATCHBACK,1999,,2009,8,1726,0,NEW,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,,SPORTHATCH GSX 2.0,AUCKLAND,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1795,WHITE,UTILITY,2982,,2010,6,2740,0,NEW,TOYOTA,HILUX,DIESEL,2,4,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 2WD EC 5M,CHRISTCHURCH CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
1796,GREY,UTILITY,2999,,2010,10,2900,0,NEW,HOLDEN,COLORADO,DIESEL,2,2,IMPORTED BUILT-UP,THAILAND,120,NONE,,4X4 SINGLE C/C LXMT,MARLBOROUGH DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
1797,SILVER,HATCHBACK,1798,,2009,9,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1798,WHITE,HATCHBACK,1999,,2012,2,1820,0,NEW,HYUNDAI,I30,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,105,NONE,,2.0 ELITE A4,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1799,YELLOW,MOBILE MACHINE,3331,10948,2008,8,2800,0,NEW,KUBOTA,KBOTA M7040,DIESEL,0,0,IMPORTED BUILT-UP,NEW ZEALAND,0,NONE,,,PALMERSTON NORTH CITY,,0,MOBILE MACHINE,OTHER,2008
1800,WHITE,HATCHBACK,1998,,2012,1,1900,0,NEW,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,115,NONE,,2.0 ES HATCH AUTO,AUCKLAND,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1801,GREY,HATCHBACK,1968,,2010,1,1945,0,NEW,AUDI,A3,DIESEL,0,5,IMPORTED BUILT-UP,GERMANY,103,NONE,,2.0TDI SPORT STRONIC,WELLINGTON CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1802,BLUE,STATION WAGON,2438,TCR10-1,2008,1,2060,0,USED,TOYOTA,EMINA,PETROL,0,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,ESTIMA,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
1803,SILVER,STATION WAGON,1997,,2012,6,1990,0,NEW,HONDA,CRV,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,114,NONE,,S,AUCKLAND,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1804,GREY,SALOON,2967,,2010,1,2368,0,NEW,AUDI,A6,DIESEL,0,5,IMPORTED BUILT-UP,GERMANY,176,NONE,,3.0 TDI QUATTRO,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1805,BLUE,SALOON,1600,SAPLMD8,1991,4,0,0,NEW,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,1.6 GL,TAURANGA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
1806,SILVER,SALOON,2489,,2009,9,1854,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,SEDAN GSX 2.5 5AT,WESTERN BAY OF PLENTY DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1807,BLUE,STATION WAGON,2489,,2009,9,1914,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,WAGON GSX 2.5 5AT,TAURANGA CITY,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1808,SILVER,HATCHBACK,1991,,2010,1,1880,0,NEW,MERCEDES-BENZ,B,DIESEL,2,5,IMPORTED BUILT-UP,GERMANY,103,NONE,,200 CDI,QUEENSTOWN-LAKES DISTRICT,7-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1809,SILVER,SALOON,3456,,2012,1,2110,0,NEW,TOYOTA,AURION,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,204,NONE,,3.5P AT-X SEDAN 6A,CHRISTCHURCH CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1810,WHITE,SALOON,1998,,2010,3,1850,0,NEW,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,115,NONE,,2.0 ES SEDAN M,THAMES-COROMANDEL DISTRICT,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1811,GREY,STATION WAGON,1798,,2011,9,2060,0,NEW,MITSUBISHI,ASX,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,112,NONE,,4WD 1.8D MAN SPORT,WELLINGTON CITY,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
1812,BROWN,STATION WAGON,2362,,2008,1,2100,0,NEW,TOYOTA,RAV4,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,2.4 4WD LTD WAGON 4A,WHANGAREI DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1813,BLUE,HATCHBACK,1490,NZE121-,2011,4,1355,0,USED,TOYOTA,COROLLA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,RUNX,PALMERSTON NORTH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
1814,BLUE,STATION WAGON,1320,DW3W-74,2009,7,1255,0,USED,MAZDA,DEMIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WAIMAKARIRI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
1815,SILVER,HATCHBACK,1999,,2012,1,1820,0,NEW,HYUNDAI,I30,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,105,NONE,,2.0 ELITE A4,MASTERTON DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1816,BLUE,SALOON,2260,GG3S-11,2010,4,1635,0,USED,MAZDA,ATENZA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
1817,SILVER,HATCHBACK,1798,,2009,8,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,PORIRUA CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1818,SILVER,HATCHBACK,1798,,2009,8,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1819,BLUE,STATION WAGON,1990,BP5-016,2010,4,1745,0,USED,SUBARU,LEGACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
1820,WHITE,UTILITY,2982,,2010,3,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD DC 5M,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
1821,SILVER,SALOON,1498,SC11-01,2009,4,1375,0,USED,NISSAN,TIIDA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,LATIO,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
1822,WHITE,LIGHT VAN,2982,,2009,9,3200,0,NEW,TOYOTA,HIACE,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,80,NONE,,3.0DT ZX 4A 3 SEAT,AUCKLAND,4-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
1823,GREY,UTILITY,2953,,2011,8,3009,0,NEW,FORD,RANGER,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,115,NONE,,3.0TD DC C/C 4X4,FAR NORTH DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
1824,WHITE,STATION WAGON,1660,RN1-101,2010,7,1715,0,USED,HONDA,STREAM,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WAIPA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
1825,SILVER,HATCHBACK,1298,,2009,7,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH5 4A,LOWER HUTT CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1826,BLUE,SALOON,2000,SAVNMD8,1991,7,0,0,NEW,FORD,TELSTAR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,WHAKATANE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
1827,BROWN,HATCHBACK,1500,LC7H44-,1990,9,0,0,NEW,MITSUBISHI,LANCER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,LIFTBACK,CARTERTON DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
1828,WHITE,SALOON,2960,HJ30-A0,1992,9,0,0,NEW,NISSAN,MAXIMA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,SOUTHLAND DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
1829,YELLOW,SALOON,3805,FK10940,1966,4,0,0,NEW,RAMBLER,CLASSIC,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,OTOROHANGA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1966
1830,BLUE,SALOON,2994,CL58FA1,1966,12,0,0,NEW,FORD,ZODIAC,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1966
1831,WHITE,HATCHBACK,1392,FCAN14-,1993,4,0,0,NEW,NISSAN,SENTRA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,WAIMAKARIRI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1993
1832,RED,SALOON,3791,,1993,5,0,0,NEW,HOLDEN,COMMODORE,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,EXEC,LOWER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
1833,WHITE,LIGHT VAN,2497,,2012,3,3160,0,NEW,HYUNDAI,H1,DIESEL,2,3,IMPORTED BUILT-UP,SOUTH KOREA,125,NONE,,2.5 CRDI M5 2.5S VAN,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
1834,BLUE,STATION WAGON,2199,,2012,6,2620,0,NEW,HYUNDAI,SANTA FE,DIESEL,2,7,IMPORTED BUILT-UP,SOUTH KOREA,145,NONE,,2.2R CRDI ELITEA6 7S,SOUTHLAND DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1835,ORANGE,SALOON,5300,NZAVJ8H,1974,9,0,0,NEW,CHRYSLER,CHARGER,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,,WAIMAKARIRI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
1836,GREY,STATION WAGON,2982,,2010,3,2990,0,NEW,TOYOTA,LANDCRUISER,DIESEL,2,7,IMPORTED BUILT-UP,JAPAN,127,NONE,,GX LTD 3.0TD 5A,WESTERN BAY OF PLENTY DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1837,WHITE,LIGHT VAN,2497,,2012,2,3160,0,NEW,HYUNDAI,H1,DIESEL,2,3,IMPORTED BUILT-UP,SOUTH KOREA,125,NONE,,2.5 CRDI M5 2.5S VAN,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
1838,RED,LIGHT VAN,2351,,2011,9,2505,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P LWB 5 DOOR,SOUTH TARANAKI DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
1839,BLUE,HATCHBACK,1498,,2009,8,1484,0,NEW,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,76,NONE,,SPORT 5 DR 1.5 4AT,PALMERSTON NORTH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1840,SILVER,STATION WAGON,2360,ACR30-0,2010,3,2080,0,USED,TOYOTA,ESTIMA,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AERAS,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
1841,SILVER,DOMESTIC TRAILER,0,,2010,9,1000,0,NEW,TRAILER,ENSOL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WHANGANUI DISTRICT,,0,TRAILER/CARAVAN,OTHER,2010
1842,WHITE,UTILITY,2999,,2011,5,2900,0,NEW,HOLDEN,COLORADO,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,120,NONE,,4X4 CREWCAB P/U LTMT,LOWER HUTT CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
1843,BLACK,UTILITY,3984,,2010,12,2325,0,NEW,FORD,FALCON,PETROL,2,2,IMPORTED BUILT-UP,AUSTRALIA,195,NONE,,FG XR6 P/U A 50TH,TAURANGA CITY,6-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
1844,SILVER,STATION WAGON,1496,,2008,3,1445,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,81,NONE,,1.5P WAGON 5DR 5M,TAURANGA CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1845,SILVER,SALOON,1798,,2010,3,1785,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX SEDAN 4 4A,HAMILTON CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1846,SILVER,STATION WAGON,2370,NA4W-00,2010,3,2005,0,USED,MITSUBISHI,CHARIOT,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,GRANDIS,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
1847,CREAM,DOMESTIC TRAILER,0,,2010,4,500,0,SCRATCH,TRAILER,OLEARY,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,PALMERSTON NORTH CITY,,0,TRAILER/CARAVAN,OTHER,2010
1848,WHITE,MINIBUS,2497,,2011,12,3160,0,NEW,HYUNDAI,H1,DIESEL,2,11,IMPORTED BUILT-UP,SOUTH KOREA,125,NONE,,2.5 CRDI M5 2.5S VAN,WELLINGTON CITY,5-GEAR MANUAL,0,BUS,PRIVATE PASSENGER,2011
1849,BLUE,SALOON,2359,,2012,4,2030,0,NEW,HYUNDAI,I45,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,148,NONE,,2.4 ELITE A6,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
1850,BLUE,STATION WAGON,2489,,2009,7,1914,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,WAGON GSX 2.5 5AT,AUCKLAND,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
1851,SILVER,SALOON,2362,,2011,9,2015,0,NEW,TOYOTA,CAMRY,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,117,NONE,,2.4P GL SEDAN 5A,WESTERN BAY OF PLENTY DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
1852,BLACK,HATCHBACK,1999,,2010,9,1905,0,NEW,FORD,FOCUS,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,107,NONE,,2.0 AUTO,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1853,SILVER,STATION WAGON,2360,,2007,12,0,0,NEW,MITSUBISHI,OUTLANDER,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,127,NONE,,2.4 XLS,TAURANGA CITY,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
1854,SILVER,HATCHBACK,1798,,2008,1,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 6M,AUCKLAND,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1855,RED,HATCHBACK,1798,,2008,1,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GX HATCH 5 6M,MARLBOROUGH DISTRICT,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1856,BLACK,UTILITY,2982,,2010,9,2710,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 2WD DC 5M,STRATFORD DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
1857,GREY,HATCHBACK,1999,,2010,10,1905,0,NEW,FORD,FOCUS,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,107,NONE,,2.0 AUTO,NEW PLYMOUTH DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
1858,SILVER,HATCHBACK,1298,,2008,4,1455,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH5 5M,WELLINGTON CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1859,BLUE,HATCHBACK,1298,,2008,2,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH5 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
1860,BLUE,STATION WAGON,1998,,2012,3,1970,0,NEW,MITSUBISHI,ASX,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,112,NONE,,2WD 2.0P CVT SPORT,GORE DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
