OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,CHASSIS7,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,HEIGHT,IMPORT_STATUS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,ROAD_TRANSPORT_CODE,SUBMODEL,TLA,TRANSMISSION_TYPE,VDAM_WEIGHT,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
10009,RED,STATION WAGON,2959,,1994,1,0,0,NEW,TOYOTA,CAMRY,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1993
10010,RED,SALOON,3528,,1986,6,0,0,NEW,LAND ROVER,110 HT 4 CP,PETROL,0,5,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1986
10011,GREY,MOTORCYCLE,998,,2005,9,0,0,RE-REG,APRILIA,ETV,PETROL,0,0,IMPORTED BUILT-UP,ITALY,0,NEW ZEALAND,,CAPONORD,CHRISTCHURCH CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,2005
10012,SILVER,SALOON,1890,,2008,9,1545,0,USED,BMW,318,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,TI,HASTINGS DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
10013,BLUE,SALOON,2600,8000500,1980,1,0,0,NEW,ROVER,2600,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
10014,BLUE,SALOON,1998,,1995,9,0,0,NEW,TOYOTA,CORONA,PETROL,0,0,UNKNOWN,JAPAN,94,NONE,,2.0P GLX SEDA,HAMILTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10015,WHITE,HATCHBACK,1296,SAPJGB8,1987,3,0,0,NEW,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1987
10016,WHITE,SALOON,3458,,1986,9,0,0,NEW,BMW,535M,PETROL,0,5,UNKNOWN,GERMANY,0,NONE,,,WAIPA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1986
10017,WHITE,SALOON,1600,,1988,5,0,0,NEW,LANCIA,PRISMA,PETROL,0,5,UNKNOWN,ITALY,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1988
10018,ORANGE,SALOON,3300,MA54DK0,1983,4,0,0,NEW,FORD,FALCON,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,GL,WHAKATANE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
10019,WHITE,SALOON,1335,8074757,1980,6,0,0,NEW,HONDA,CIVIC,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,5DOOR,TIMARU DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
10020,BLUE,STATION WAGON,2457,,2006,11,0,0,NEW,SUBARU,OUTBACK,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,121,NONE,,WAG 2.5I AUT,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
10021,BLACK,MOTORCYCLE,1063,,1997,9,0,0,NEW,YAMAHA,XV1100G,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,999,NONE,,M/C VIRAGO,HASTINGS DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,1997
10022,RED,MOTORCYCLE,397,,2006,4,0,0,NEW,HONDA,XR,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,18,NONE,,400,GISBORNE DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,2006
10023,RED,SALOON,1490,ZAR9070,1991,9,0,0,NEW,ALFA ROMEO,33 1.5 IE,PETROL,0,5,UNKNOWN,ITALY,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
10024,RED,HATCHBACK,1231,FC3649,1988,1,0,0,NEW,HONDA,CITY,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1987
10025,WHITE,LIGHT VAN,1590,,2008,6,1950,0,NEW,SUZUKI,APV,PETROL,0,2,IMPORTED BUILT-UP,INDONESIA,68,NONE,,VAN 1.6 5DR,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2008
10026,BROWN,DOMESTIC TRAILER,0,,2005,8,0,0,NEW,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WAITAKI DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,1985
10027,GREEN,STATION WAGON,1998,SXA11-0,2004,10,1545,0,USED,TOYOTA,RAV4,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,SOUTHLAND DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10028,SILVER,BOAT TRAILER,0,,2009,7,0,0,NEW,TRAILER,BOAT PARKERSPORT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER GOODS,2009
10029,BLACK,SALOON,5967,,2008,11,2126,0,NEW,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,270,NONE,,SS SEDAN AUTO,ASHBURTON DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
10030,WHITE,OTHER TRUCK,12503,,1996,9,17500,2500,NEW,NISSAN,CK330,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,246,NONE,BULK CARTAGE - LIQUIDS,4X2,PALMERSTON NORTH CITY,15-GEAR MANUAL,14200,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,1996
10031,SILVER,DOMESTIC TRAILER,0,1357298,2013,6,0,0,NEW,BRIFORD,10X5 TANDEM,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,CHRISTCHURCH CITY,,0,TRAILER/CARAVAN,OTHER GOODS,2013
10032,WHITE,STATION WAGON,1998,ST215-3,2008,2,1685,0,USED,TOYOTA,CALDINA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,GT,SOUTH WAIKATO DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
10033,GREY,HATCHBACK,1390,,2010,8,1860,0,NEW,VOLKSWAGEN,GOLF,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,118,NONE,,TSI 118KW 7DSG,PORIRUA CITY,7-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
10034,SILVER,SALOON,1990,BH5-043,2008,3,1785,0,USED,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
10035,GREEN,STATION WAGON,1998,SXM10-0,2008,3,1785,0,USED,TOYOTA,IPSUM,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WHAKATANE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
10036,SILVER,HATCHBACK,1788,WVWZZZ1,2008,5,1545,0,USED,VOLKSWAGEN,GOLF,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,,MASTERTON DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
10037,WHITE,STATION WAGON,1830,GW8W-20,2008,1,1585,0,USED,MAZDA,CAPELLA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,TAURANGA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
10038,RED,BOAT TRAILER,0,,1996,8,0,0,NEW,HOMEBUILT,TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WESTLAND DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,1996
10039,GREY,DOMESTIC TRAILER,0,,1997,6,0,0,NEW,TRAILER,FACTORY BUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,BULLER DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,1997
10040,SILVER,SALOON,1900,8K19NEZ,1985,10,0,0,NEW,HOLDEN,COMMODORE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1985
10041,SILVER,DOMESTIC TRAILER,0,,2007,6,0,0,NEW,TRAILER,SEAZONE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,TIMARU DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2007
10042,BLUE,HATCHBACK,1493,CL04620,1989,7,0,0,NEW,HONDA,CIVIC,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,3D LX,SOUTH WAIRARAPA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
10043,BLUE,MOTORCYCLE,150,,1996,5,0,0,NEW,PIAGGIO,SKIPPER,PETROL,0,0,IMPORTED BUILT-UP,ITALY,0,NONE,,,NEW PLYMOUTH DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,1996
10044,GREY,HATCHBACK,1389,,1995,9,0,0,NEW,HOLDEN,BARINA,PETROL,0,0,UNKNOWN,SPAIN,44,NONE,,SWING 5D,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
10045,RED,SALOON,2600,HR20517,1984,3,0,0,NEW,HOLDEN,H R,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1967
10046,RED,HATCHBACK,1755,CY7Z24-,1987,11,0,0,NEW,MITSUBISHI,CORDIA TURBO GSR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1987
10047,BLUE,DOMESTIC TRAILER,0,,1998,2,0,0,NEW,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,CHRISTCHURCH CITY,,0,TRAILER/CARAVAN,OTHER GOODS,1998
10048,BLUE,SALOON,2922,C4621,1983,7,0,0,NEW,WILLYS,WHIPPET,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1929
10049,WHITE,HATCHBACK,2000,ST15190,1986,3,0,0,NEW,TOYOTA,CORONA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1986
10050,ORANGE,SALOON,3900,MA23KB6,1989,6,0,0,NEW,FORD,FALCON,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,GL,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
10051,RED,SPORTS CAR,5700,1G1AY07,2005,8,0,0,USED,CHEVROLET,CORVETTE,PETROL,0,2,IMPORTED BUILT-UP,UNITED STATES,0,UNITED STATES,,,MATAMATA-PIAKO DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
10052,WHITE,UTILITY,3196,,2013,6,3200,0,NEW,MAZDA,BT-50,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,147,NONE,,2WD GLX D/C W/S 6MT,AUCKLAND,6-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2013
10053,BLUE,MOTORCYCLE,750,GS75X52,1982,9,0,0,RE-REG,SUZUKI,GS,PETROL,0,0,IMPORTED BUILT-UP,NOT KNOWN,0,NONE,,750,CHRISTCHURCH CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,1982
10054,SILVER,BOAT TRAILER,0,,2001,6,0,0,NEW,TRAILER,PRESCOTT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER GOODS,2001
10055,YELLOW,MOTORCYCLE,50,4H51054,1980,12,0,0,NEW,YAMAHA,NR50G,PETROL,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,MOPED,PRIVATE PASSENGER,1980
10056,WHITE,LIGHT VAN,2351,JMASNP0,2012,2,2305,0,RE-REG,MITSUBISHI,L300,PETROL,2,3,IMPORTED BUILT-UP,JAPAN,99,NEW ZEALAND,,2.4P SWB 4 DOOR,NEW PLYMOUTH DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
10057,WHITE,STATION WAGON,2350,CW5W-00,2013,6,1855,0,USED,MITSUBISHI,OUTLANDER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,TIMARU DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
10058,SILVER,DOMESTIC TRAILER,0,,2008,12,2000,0,NEW,TRAILER,E & J ENGINEERING,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,MANAWATU DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2008
10059,BLACK,MOTORCYCLE,649,,2006,3,0,0,NEW,KAWASAKI,EX,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,53,NONE,,650A,NAPIER CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,2006
10060,GOLD,STATION WAGON,1994,SG5-100,2008,5,1665,0,USED,SUBARU,FORESTER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,2.0 XS,KAIPARA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
10061,BLUE,HATCHBACK,1490,,2007,12,1470,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,75,NONE,,GLXHA2 1.5 5DR,PORIRUA CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
10062,WHITE,SALOON,2496,,2010,9,2020,0,NEW,NISSAN,MAXIMA,PETROL,2,5,IMPORTED BUILT-UP,THAILAND,134,NONE,,250L,AUCKLAND,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
10063,RED,SALOON,4235,A2T2166,1978,6,0,0,NEW,JAGUAR,XJ6,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGANUI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1978
10064,YELLOW,SALOON,903,213593,1969,11,0,0,NEW,FIAT,850,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1969
10065,YELLOW,SALOON,1171,B310B20,1981,7,0,0,NEW,DATSUN,SUNNY,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
10066,RED,HATCHBACK,1598,,1995,8,0,0,NEW,VOLKSWAGEN,POLO,PETROL,0,5,UNKNOWN,OTHER,55,NONE,,1.6 5-DOOR MANU,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10067,WHITE,SPORTS CAR,1756,124CC10,1974,12,0,0,NEW,FIAT,1.24 COUPE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
10068,SILVER,HATCHBACK,1490,DY5W-20,2010,6,1375,0,USED,MAZDA,DEMIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,UPPER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
10069,RED,STATION WAGON,2496,LW5W-13,2007,12,2025,0,USED,MAZDA,MPV,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,TAURANGA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
10070,GREY,SALOON,2960,HJ30A04,1992,8,0,0,NEW,NISSAN,MAXIMA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
10071,BLACK,HATCHBACK,999,ZFA141A,1990,2,0,0,NEW,FIAT,PANDAS,PETROL,0,5,UNKNOWN,ITALY,0,NONE,,,WHANGAREI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
10072,GREEN,DOMESTIC TRAILER,0,,1998,9,0,0,NEW,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,NAPIER CITY,,0,TRAILER/CARAVAN,OTHER GOODS,1998
10073,WHITE,SALOON,1600,AE92902,1990,4,0,0,NEW,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
10074,WHITE,HATCHBACK,1580,,1990,11,0,0,NEW,CITROEN,BX 16TGS,PETROL,0,5,UNKNOWN,FRANCE,0,NONE,,,ROTORUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
10075,GOLD,SALOON,1244,MV3M441,1984,2,0,0,NEW,MITSUBISHI,MIRAGE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,WHAKATANE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1984
10076,GREEN,STATION WAGON,4000,,1995,9,0,0,NEW,JEEP,CHEROKEE,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,,WHANGAREI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10077,RED,TRACTOR,3922,JJF1043,1995,8,0,0,NEW,CASE,5120,DIESEL,0,0,UNKNOWN,GERMANY,0,NONE,,,CHRISTCHURCH CITY,,0,TRACTOR,OTHER,1995
10078,BROWN,SALOON,1468,MX55412,1985,10,0,0,NEW,MITSUBISHI,MIRAGE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1985
10079,BLUE,SALOON,1324,SMLO84E,1985,3,0,0,NEW,HOLDEN,BARINA,PETROL,2,5,UNKNOWN,NOT KNOWN,0,NONE,,,NELSON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1985
10080,SILVER,SALOON,1000,AE82901,1985,8,0,0,NEW,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1985
10081,BLACK,BOAT TRAILER,0,,2004,5,0,0,SCRATCH,TRAILER,BOAT TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,PORIRUA CITY,,0,TRAILER/CARAVAN,OTHER GOODS,2004
10082,BLUE,TRACTOR,0,D393861,1981,7,0,0,NEW,FORD,4600,DIESEL,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,,0,TRACTOR,OTHER,1980
10083,WHITE,SALOON,1000,XUYAB18,1981,10,0,0,NEW,LEYLAND,MINI,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
10084,BLUE,SALOON,5763,124870L,1982,1,0,0,RE-REG,CHEVROLET,CAMARO,PETROL,0,4,IMPORTED BUILT-UP,NOT KNOWN,0,NEW ZEALAND,,,MARLBOROUGH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1970
10085,WHITE,SALOON,4235,2S8368,1977,3,0,0,NEW,DAIMLER,SOVEREIGN,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1977
10086,GREEN,SALOON,1300,KE70909,1983,6,0,0,NEW,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,OTHER,1983
10087,ORANGE,TRACTOR,7500,11800,1982,6,0,0,NEW,KUBOTA,4500DT,DIESEL,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,,0,TRACTOR,OTHER,1982
10088,ORANGE,TRACTOR,4292,60576,1993,11,0,0,NEW,KUBOTA,8950 DT,DIESEL,0,0,UNKNOWN,JAPAN,0,NONE,,,HAMILTON CITY,,0,TRACTOR,OTHER,1993
10089,BLUE,SALOON,1192,1954203,1965,10,0,0,NEW,VOLKSWAGEN,SEDAN,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,WHAKATANE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1965
10090,BLUE,DOMESTIC TRAILER,0,,2005,3,0,0,NEW,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,MARLBOROUGH DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2005
10091,BLUE,STATION WAGON,1795,,2004,4,0,0,NEW,HYUNDAI,LAVITA,PETROL,0,5,IMPORTED BUILT-UP,SOUTH KOREA,90,NONE,,1.8 GLS 5D A4,LOWER HUTT CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
10092,BLUE,SALOON,1779,AR14509,1968,12,0,0,NEW,ALFA ROMEO,GT VELOCE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1968
10093,WHITE,HATCHBACK,1598,,1995,5,0,0,NEW,MAZDA,ASTINA,PETROL,2,5,UNKNOWN,JAPAN,80,NONE,,323  GLXI,HOROWHENUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10094,GREY,HATCHBACK,2489,,2008,9,1932,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,SPORT LTD 2.5 5 AT,AUCKLAND,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
10095,WHITE,STATION WAGON,2967,,2010,5,3120,0,NEW,AUDI,Q7,DIESEL,0,7,IMPORTED BUILT-UP,GERMANY,176,NONE,,3.0TDI QUATTRO TIP,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
10096,GREY,STATION WAGON,1997,,2011,8,2240,0,NEW,PEUGEOT,308,DIESEL,2,5,IMPORTED BUILT-UP,FRANCE,118,NONE,,SW HDI,TAURANGA CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
10097,GREEN,SALOON,1998,,1995,9,0,0,NEW,TOYOTA,CORONA,PETROL,0,0,UNKNOWN,JAPAN,94,NONE,,2.0P GX SEDAN,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10098,GREEN,SALOON,4987,,1995,9,0,0,NEW,HOLDEN,STATESMAN,PETROL,0,0,UNKNOWN,AUSTRALIA,165,NONE,,AUTO,HASTINGS DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10099,RED,HATCHBACK,1300,,1994,3,0,0,NEW,FORD,FESTIVA,PETROL,2,0,UNKNOWN,SOUTH KOREA,47,NONE,,GLXI,MASTERTON DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
10100,GREEN,SALOON,1324,AB51510,1986,4,0,0,NEW,SUZUKI,SWIFT,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,AUTO,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1986
10101,BLACK,MOTORCYCLE,1000,VV16721,1991,12,0,0,NEW,MOTO GUZZI,LE MANS,PETROL,0,0,UNKNOWN,ITALY,0,NONE,,,HAMILTON CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,1991
10102,WHITE,STATION WAGON,1295,KE70916,1987,2,0,0,NEW,TOYOTA,COROLLA,PETROL,2,5,UNKNOWN,JAPAN,0,NONE,,1.3 SW,NELSON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1987
10103,BROWN,STATION WAGON,4100,,1983,5,0,0,NEW,FORD,FALCON,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL HAWKE'S BAY DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
10104,CREAM,HATCHBACK,1587,,1995,9,0,0,NEW,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,81,NONE,,1.6P GS LBAC,TIMARU DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
10105,SILVER,HATCHBACK,1496,NZE151-,2013,6,1515,0,USED,TOYOTA,AURIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
10106,WHITE,LIGHT VAN,2497,,2013,6,3160,0,NEW,HYUNDAI,ILOAD,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,100,NONE,,2.5 CRDI MANUAL,AUCKLAND,6-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2013
10107,SILVER,STATION WAGON,1997,,2013,6,2000,0,NEW,HONDA,CRV,PETROL,0,5,IMPORTED BUILT-UP,THAILAND,114,NONE,,S,CHRISTCHURCH CITY,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2013
10108,RED,SALOON,1590,,2000,12,1530,0,NEW,HONDA,CIVIC,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,88,NONE,,GLI,PALMERSTON NORTH CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
10109,BLUE,STATION WAGON,2378,,2008,6,0,0,NEW,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,115,NONE,,2.4P ES WAGON A,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
10110,GREY,UTILITY,2776,,2013,6,3100,0,NEW,HOLDEN,COLORADO,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,132,NONE,,4X2 LTZ DC PU 2.8 MT,TARARUA DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2013
10111,BLUE,STATION WAGON,2350,RB1-308,2013,6,2055,0,USED,HONDA,ODYSSEY,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,STRATFORD DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
